,Country,Region-Geo,Continent,Region,Year,Year_cat,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission,RankTotalGDPUS,RankAgriculturalLand,RankChildrenPerWoman,RankDemocracyScore,RankExports,RankImports,RankIncomePerPerson,RankLifeExpectancy,RankPopulationdensity,RankYearlyCO2emission,TotalRankValue,AverageRanking
32,Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,1964,[1964],62.5,,,,7.138,0.015110813,-3.0,,14.09395953,,,112.58148999999999,,,,12.08053702,752.198383,,,144.1,5.417217647999999,,42.543,,,,,,,,,,1.779004228,3154474.0,113.33200000000001,,,,,,,,355135383.2,,2.013422509,,2.1764,3.3815580919999997,47.66666667,85.0,22.0,159.0,55.0,64.0,11.0,204.0,154.0,46.0,22.0,822.0,82.2
33,Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,1964,[1964],20.3659642,,,,6.909,0.056989342000000005,-9.0,,14.96350393,,,,,,,15.69343188,2353.3386170000003,,,,,,41.9,,,,,,,,,,2.494876736,5983575.0,33.052,,,,,,,,,,-0.729927955,,10.720999999999998,3.516776596,341.0,0.0,114.0,149.0,125.0,62.0,25.0,149.0,155.0,103.0,53.0,935.0,103.88888888888889
34,Cameroon,Africa - Central,Africa,Sub-Saharan Africa,1964,[1964],16.24674748,,,,5.89,0.057083710999999995,-6.0,,,,,481.0087671,,,,,2905.380685,,,153.6,4.4210333319999995,,43.303000000000004,,,,,,,,,,2.288049108,5909450.0,12.429,,,,,,,,3083572854.0,,,,16.2914,5.96788119,337.3333333,52.0,130.0,85.0,65.0,0.0,0.0,139.0,151.0,152.0,52.0,826.0,103.25
35,Canada,America - North,North America,America,1964,[1964],7.720671116,,,,3.513,12.31422875,10.0,4.903607607,19.18762474,,,10774.65331,,,,18.15451673,29021.798660000004,,,24.1,2.599249377,,71.69,,,,,1.3,1.3624610000000001,1.666177,1.059734,,1.8857149430000002,19309343.0,1.9369999999999998,,,,1154.737713,6.757455,,,208000000000.0,,1.03310801,26.65117,72.1258,2.9537083180000003,237779.6667,6.0,148.0,43.0,21.0,45.0,31.0,14.0,10.0,192.0,146.0,656.0,65.6
36,Cayman Islands,America - Central,Central and South America,America,1964,[1964],8.333333332999999,,,,,1.277287506,,,,,,,,,,,32857.22219,,,,,,,,,,,,,,,,1.027086527,8612.0,32.621,,,,,,,,,,,,100.0,1.027086527,11.0,0.0,146.0,0.0,0.0,0.0,0.0,13.0,0.0,105.0,4.0,268.0,67.0
37,Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,1964,[1964],7.656746605,,,,5.925,,-7.0,,,,,,,,,40.80459023,2324.945777,,,,,,38.234,,,,,,,,,,,1616524.0,,,,,,,,,,,-12.35632076,,,,,0.0,149.0,87.0,105.0,0.0,78.0,150.0,171.0,0.0,0.0,740.0,123.33333333333333
38,Chad,Africa - Central,Africa,Sub-Saharan Africa,1964,[1964],38.01587302,,,,6.318,0.030752417999999997,-9.0,,13.727622,,,238.81614810000002,,,,21.32945252,2571.017002,,,,8.231251669,,39.066,,,,,,,,,,2.155639356,3219259.0,2.5069999999999997,,,,,,,,768811034.2,,-7.601830522,,8.0638,6.491970655,99.0,73.0,78.0,101.0,125.0,66.0,44.0,142.0,164.0,188.0,31.0,1012.0,101.2
39,Channel Islands,Europe - Northern,Europe,Europe & Central Asia,1964,[1964],47.36842105,,,,2.551,,,,,,,,,,,,,,,,,,71.143,,,,,,,,,,1.045307225,113765.0,583.41,,,,,,,,,,,,37.648,0.349159679,,0.0,61.0,20.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,103.0,25.75
40,Chile,America - South,Central and South America,America,1964,[1964],18.69191559,,,,5.185,2.071995181,6.0,,12.60988962,,,1986.327014,,,,13.35164784,9388.445025,,,105.3,46.40801879,,58.756,,,,,,2.646292,4.977506,0.4886055,,2.426451496,8457066.0,11.177,,,,,5.073964,,,16798498659.0,,-0.741758213,6.6649270000000005,70.92399999999999,3.520907968,17523.0,31.0,124.0,62.0,33.0,70.0,19.0,72.0,90.0,154.0,119.0,774.0,77.4
41,China,Asia - Eastern,Asia,East Asia & Pacific,1964,[1964],37.70655431,,,,6.12,0.627551171,-8.0,,,,,88.13005164,,,,,1488.090024,,,,0.635138005,,53.320719999999994,,,,,,,,,,2.320682987,696171650.0,72.541,,,,,,,63.0,61546062211.0,,,,17.7094,4.470174172,436883.3333,18.0,80.0,92.0,110.0,0.0,0.0,175.0,107.0,71.0,151.0,804.0,100.5
42,Colombia,America - South,Central and South America,America,1964,[1964],37.85038306,,,,6.6610000000000005,1.204592375,7.0,,11.9199757,,,1285.297176,,,,12.61192136,5133.715120000001,,,81.8,16.16517484,,58.672,,,,,,34.03672,63.796490000000006,6.2131870000000005,,2.9517749089999996,18019927.0,15.822000000000001,,,,,11.07385,,,23160961294.0,,-0.691945657,14.2298,49.8242,5.385196556,21706.66667,26.0,79.0,123.0,30.0,74.0,14.0,111.0,92.0,142.0,120.0,811.0,81.1
43,Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,1964,[1964],53.76344086,,,,6.975,0.052921253,,,,,,,,,,,3500.829473,,,,,,45.037,,,,,,,,,,1.9137387909999999,207856.0,111.69,,,,,,,,,,,,16.0926,7.5727927,11.0,0.0,46.0,150.0,0.0,0.0,0.0,132.0,145.0,47.0,4.0,524.0,87.33333333333333
44,Cook Islands,Oceania,Oceania,East Asia & Pacific,1964,[1964],,,,,,,,,,,,,,,,,,,,59.9,,,,,,,,,,,,,,,79.237,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,65.0,65.0
45,Costa Rica,America - Central,Central and South America,America,1964,[1964],29.08343126,,,,6.886,0.44027201200000005,10.0,,25.26186572,,,1829.666748,,,,28.75396262,7361.04775,,,75.1,1.7701020159999998,,63.818000000000005,,,,,,4.729482,7.8791009999999995,1.605682,,3.3720286689999996,1532386.0,29.988000000000003,,,,,5.5283370000000005,,,2803755710.0,,-3.4920969,9.182001,35.4836,4.242118704,674.6666667000001,54.0,90.0,147.0,21.0,35.0,59.0,88.0,62.0,111.0,65.0,732.0,73.2
46,Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,1964,[1964],50.25157233,,,,7.638999999999999,0.179394207,-9.0,,35.88603004,,,706.2150807999999,,,,24.72276998,4384.589718,,,189.6,2.9061779480000003,,39.488,,,,,,,,,,3.981380253,4251345.0,13.184000000000001,,,,,,,,3002348243.0,,11.16326006,,23.1358,10.05886358,762.6666667000001,53.0,52.0,177.0,125.0,20.0,52.0,119.0,162.0,151.0,68.0,979.0,97.9
47,Croatia,Europe - Southern,Europe,Europe & Central Asia,1964,[1964],,,,,2.211,,-7.0,,,,,,,,,,13004.308359999999,,,,,,66.3,,,,,,,,,,0.665924148,4108808.0,72.673,,,,,,,,,,,,34.0124,3.5429407630000003,,0.0,0.0,9.0,105.0,0.0,0.0,52.0,49.0,70.0,0.0,285.0,57.0
48,Cuba,America - Central,Central and South America,America,1964,[1964],44.27374302,,,,4.643,1.8376691580000002,-7.0,,,,,,,,,,10174.33921,,,40.5,,,66.327,,,,,,6.513001,10.47146,2.449621,,2.187108729,7777606.0,70.156,,,,,14.500470000000002,,,,,,10.521419999999999,59.1498,2.504095188,14292.666669999999,0.0,71.0,56.0,105.0,0.0,0.0,64.0,48.0,74.0,116.0,534.0,76.28571428571429
49,Cyprus,Asia - Western,Asia,Europe & Central Asia,1964,[1964],22.18614719,,,,3.2489999999999997,1.729709181,0.0,,,,,,,,,,10031.7129,,,,,,70.895,,,,,,,,,,0.124146079,578710.0,62.556000000000004,,,,,,,,,,,,37.676,1.4924196980000002,1001.0,0.0,109.0,42.0,48.0,0.0,0.0,66.0,18.0,83.0,72.0,438.0,73.0
50,Czech Republic,Europe - Eastern,Europe,Europe & Central Asia,1964,[1964],,,,,2.123,,-7.0,,,,,,,,,,20536.68381,,,,,,70.58,,,,,,,,,,,9661235.0,,,,,,,,50.338,,,,,,,,0.0,0.0,7.0,105.0,0.0,0.0,29.0,23.0,0.0,0.0,164.0,41.0
51,Denmark,Europe - Northern,Europe,Europe & Central Asia,1964,[1964],72.40972386,,,,2.602,9.144959229,10.0,2.600155821,29.85216053,,,13655.160969999999,,,,32.62801256,27875.56035,,,18.7,4.611031223,,72.52,,,,,,0.4276313,0.241583,0.6201892,,0.7992128909999999,4722383.0,109.583,,,,,12.97456,,47.3,64480653282.0,,-2.7758520239999998,18.676660000000002,76.3758,1.683230552,43186.0,16.0,11.0,25.0,21.0,26.0,67.0,18.0,6.0,50.0,130.0,370.0,37.0
52,Djibouti,Africa - Eastern,Africa,Middle East & North Africa,1964,[1964],56.12597066,,,,6.595,0.772127715,,,,,,,,,,,6039.466383,,,,,,45.727,,,,,,,,,,6.679335486,109222.0,4.708,,,,,,,,,,,,54.9522,8.806910965,84.33333333,0.0,38.0,119.0,0.0,0.0,0.0,96.0,143.0,176.0,27.0,599.0,99.83333333333333
53,Dominica,America - Central,Central and South America,America,1964,[1964],22.66666667,,,,,0.22945348399999999,,,,,,,,,,,5136.467245000001,,,64.5,,,,,,,,,,,,,1.5800010169999998,63920.0,85.113,,,,,,,,,,,,34.7244,7.081001662,14.66666667,0.0,108.0,0.0,0.0,0.0,0.0,110.0,0.0,63.0,11.0,292.0,73.0
54,Dominican Republic,America - Central,Central and South America,America,1964,[1964],46.25413907,,,,7.187,,0.0,,,,,,,,,28.03237791,3538.5440710000003,,,,,,54.633,,,,,,,,,,,3772937.0,,,,,,,,,,,-8.336587624,,,,,0.0,64.0,162.0,48.0,0.0,56.0,131.0,105.0,0.0,0.0,566.0,113.2
55,East Germany,Europe - Eastern,Europe,Europe & Central Asia,1964,[1964],,,,,,18.11676643,-9.0,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316338.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,148.0,273.0,136.5
56,Ecuador,America - South,Central and South America,America,1964,[1964],17.04955931,,,,6.5889999999999995,0.429436565,-1.0,,15.65425069,,,866.8567408,,,,20.06627863,8454.197886,,,109.1,3.273168577,,55.403999999999996,,,,,,,,,,2.980112391,4994917.0,17.615,,,,,,,,4329877471.0,,-4.412027936,,36.0876,4.522668542,2145.0,46.0,126.0,118.0,52.0,58.0,41.0,78.0,104.0,133.0,88.0,844.0,84.4
57,Egypt,Africa - Northern,Africa,Middle East & North Africa,1964,[1964],2.5174544180000002,,,,6.471,0.8240214659999999,-7.0,,18.51851487,,,510.1450158,,,,23.06878698,3677.569375,,,176.7,6.278240127999999,,50.133,,,,,,,,,,2.57613229,30970067.0,30.925,,,,,,,,15799225320.0,,-4.550272106,,40.1176,3.99045804,25520.0,32.0,158.0,113.0,105.0,50.0,47.0,129.0,118.0,109.0,124.0,985.0,98.5
58,El Salvador,America - Central,Central and South America,America,1964,[1964],60.33573141,,,,6.699,0.39159893100000004,0.0,,25.37814506,,,1687.875405,,,,28.92855631,8095.409544,,,116.0,0.820039392,,53.953,,,,,,,,,,3.176284815,3146076.0,149.52100000000002,,,,,,,,5310184301.0,,-3.5504112489999997,,38.7962,3.4674584389999996,1232.0,42.0,29.0,127.0,48.0,34.0,60.0,82.0,106.0,35.0,76.0,639.0,71.0
59,Equatorial Guinea,Africa - Central,Africa,Sub-Saharan Africa,1964,[1964],11.58645276,,,,5.57,0.09694863599999999,,,62.60233138,,,,,,,38.42819828,1504.574108,,,,,,37.944,,,,,,,,,,1.428117459,264745.0,9.437999999999999,,,,,,,,,,24.17413309,,26.309,2.164410724,25.66666667,0.0,139.0,71.0,0.0,4.0,73.0,174.0,172.0,164.0,16.0,813.0,101.625
60,Eritrea,Africa - Eastern,Africa,Middle East & North Africa,1964,[1964],,,,,6.778,,,,,,,,,,,,869.7406933,,,,,,38.42,,,,,,,,,,2.601216808,1577613.0,13.415,,,,,,,,,,,,11.0566,5.597750701,,0.0,0.0,132.0,0.0,0.0,0.0,200.0,170.0,149.0,0.0,651.0,162.75
61,Eritrea and Ethiopia,Africa - Eastern,Africa,Middle East & North Africa,1964,[1964],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27910749.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
62,Estonia,Europe - Northern,Europe,Europe & Central Asia,1964,[1964],,,,,1.953,,-7.0,,,,,,,,,,12180.06245,,,,,,70.64,,,,,,,,,,1.233100109,1275487.0,28.281,,,,,,,23.78,,,,,60.585,2.500485249,,0.0,0.0,4.0,105.0,0.0,0.0,55.0,21.0,114.0,0.0,299.0,59.8
