,Country,Region-Geo,Continent,Region,Year,Year_cat,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission,RankTotalGDPUS,RankAgriculturalLand,RankChildrenPerWoman,RankDemocracyScore,RankExports,RankImports,RankIncomePerPerson,RankLifeExpectancy,RankPopulationdensity,RankYearlyCO2emission,TotalRankValue,AverageRanking
10,Aruba,America - Central,Central and South America,America,1956,[1956],,,,,5.334,,,,,,,,,,,,9028.40936,,,,,,63.424,,,,,,,,,,,45935.0,255.19400000000002,,,,,,,,,,,,,,,0.0,0.0,62.0,0.0,0.0,0.0,51.0,44.0,14.0,0.0,171.0,42.75
11,Australia,Oceania,Oceania,East Asia & Pacific,1956,[1956],,,,,3.33,7.759465556,10.0,,,,,,,,,,32922.3851,,,22.1,,,70.05,,,,,,1.3099,1.7554900000000002,0.8584326999999999,,,9419635.0,1.217,,,,,6.686439,,43.0,,,,24.63632,,,73091.33333,0.0,0.0,36.0,20.0,0.0,0.0,6.0,10.0,195.0,115.0,382.0,63.666666666666664
12,Austria,Europe - Western,Europe,Europe & Central Asia,1956,[1956],,,,,2.4859999999999998,4.0596292919999994,10.0,,,,,,,,,,25045.34839,,,45.1,,,67.72,,,,,,1.57829,1.8165259999999999,1.404069,,,6954658.0,82.934,,,,,16.79345,,39.398,,,,20.89838,,,28233.33333,0.0,0.0,17.0,20.0,0.0,0.0,11.0,22.0,55.0,105.0,230.0,38.333333333333336
13,Azerbaijan,Asia - Western,Asia,Europe & Central Asia,1956,[1956],,,,,5.403,,-7.0,,,,,,,,,,5229.074915,,,,,,59.394,,,,,,,,,,,3429548.0,39.602,,,,,,,,,,,,,,,0.0,0.0,64.0,82.0,0.0,0.0,90.0,62.0,92.0,0.0,390.0,78.0
14,Bahamas,America - Central,Central and South America,America,1956,[1956],,,,,4.248,1.516305728,,,,,,,,,,,20055.89966,,,,,,61.434,,,,,,,,,,,91890.0,6.621,,,,,,,,,,,,,,139.33333330000002,0.0,0.0,49.0,0.0,0.0,0.0,16.0,54.0,167.0,29.0,315.0,63.0
15,Bahrain,Asia - Western,Asia,Middle East & North Africa,1956,[1956],,,,,6.95,7.60100483,,,,,,,,,,,22616.612719999997,,,189.1,,,46.675,,,,,,,,,,,138929.0,200.18599999999998,,,,,,,,,,,,,,1056.0,0.0,0.0,158.0,0.0,0.0,0.0,14.0,115.0,22.0,62.0,371.0,74.2
16,Bangladesh,Asia - Southern,Asia,South Asia,1956,[1956],,,,,6.555,,,,,,,,,,,,1375.721708,,,197.2,,,44.983999999999995,,,,,,,,,,,44644395.0,310.035,,,,,,,,,,,,,,,0.0,0.0,122.0,0.0,0.0,0.0,172.0,121.0,9.0,0.0,424.0,106.0
17,Barbados,America - Central,Central and South America,America,1956,[1956],,,,,4.327,0.562212049,,,,,,,,,,,8730.798327,,,103.5,,,59.062,,,,,,,,,,,228265.0,530.849,,,,,,,,,,,,,,128.3333333,0.0,0.0,50.0,0.0,0.0,0.0,53.0,64.0,8.0,25.0,200.0,40.0
18,Belarus,Europe - Eastern,Europe,Europe & Central Asia,1956,[1956],,,,,2.716,,-7.0,,,,,,,,,,5852.2671740000005,,,,,,67.357,,,,,,,,,,,7865511.0,37.888000000000005,,,,,,,,,,,,,,,0.0,0.0,23.0,82.0,0.0,0.0,81.0,24.0,93.0,0.0,303.0,60.6
19,Belgium,Europe - Western,Europe,Europe & Central Asia,1956,[1956],,,,,2.454,10.85688262,10.0,,,,,,,,,,19058.80719,,,37.4,,,68.87,,,,,,0.6680126999999999,0.7098725,0.6383194000000001,,,8922420.0,292.27,,,,,5.5660110000000005,,,,,,12.3326,,,96869.66667,0.0,0.0,16.0,20.0,0.0,0.0,20.0,15.0,10.0,119.0,200.0,33.333333333333336
20,Belize,America - Central,Central and South America,America,1956,[1956],,,,,6.58,0.356445589,,,,,,,,,,,3624.5313549999996,,,,,,57.82899999999999,,,,,,,,,,,82294.0,3.583,,,,,,,,,,,,,,29.33333333,0.0,0.0,124.0,0.0,0.0,0.0,125.0,73.0,180.0,12.0,514.0,102.8
21,Benin,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],,,,,6.05,,,,,,,,,,,,1960.1269519999998,,,198.9,,,35.424,,,,,,,,,,,2320433.0,20.604,,,,,,,,,,,,,,,0.0,0.0,90.0,0.0,0.0,0.0,150.0,166.0,118.0,0.0,524.0,131.0
22,Bermuda,America - North,North America,America,1956,[1956],,,,,,3.274915915,,,,,,,,,,,42149.553,,,,,,,,,,,,,,,,,41426.0,781.623,,,,,,,,,,,,,,135.66666669999998,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,28.0,39.0,13.0
23,Bhutan,Asia - Southern,Asia,South Asia,1956,[1956],,,,,6.67,,-10.0,,,,,,,,,,1452.094549,,,,,,30.823,,,,,,,,,,,203054.0,4.32,,,,,,,,,,,,,,,0.0,0.0,135.0,97.0,0.0,0.0,169.0,180.0,169.0,0.0,750.0,150.0
24,Bolivia,America - South,Central and South America,America,1956,[1956],,,,,6.765,0.360334562,-3.0,,,,,,,,,,4498.372182,,,,,,41.446999999999996,,,,,,,,,,,3073070.0,2.7969999999999997,,,,,,,,,,,,,,1107.333333,0.0,0.0,142.0,43.0,0.0,0.0,104.0,141.0,185.0,64.0,679.0,113.16666666666667
25,Bosnia and Herzegovina,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],,,,,4.434,,-7.0,,,,,,,,,,2341.515806,,,,,,57.2,,,,,,,,,,,2994194.0,58.483999999999995,,,,,,,,,,,,,,,0.0,0.0,51.0,82.0,0.0,0.0,142.0,77.0,76.0,0.0,428.0,85.6
26,Botswana,America - South,Africa,Sub-Saharan Africa,1956,[1956],,,,,6.553,,,,,,,,,,,,1811.8166670000003,,,130.5,,,49.09,,,,,,,,,,,479998.0,0.825,,,,,,,,,,,,,,,0.0,0.0,121.0,0.0,0.0,0.0,156.0,105.0,197.0,0.0,579.0,144.75
27,Brazil,America - South,Central and South America,America,1956,[1956],,,,,6.157,0.5660140260000001,5.0,,,,,,,,,,4753.002521,,,146.9,,,52.725,,,,,,,,,,,64748101.0,7.605,,,,,,,,,,,,,,36648.33333,0.0,0.0,95.0,30.0,0.0,0.0,100.0,99.0,162.0,107.0,593.0,98.83333333333333
28,British Virgin Islands,America - Central,Central and South America,America,1956,[1956],,,,,,,,,,,,,,,,,4889.404857,,,,,,,,,,,,,,,,,7706.0,51.033,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,83.0,0.0,180.0,90.0
29,Brunei,Asia - South Eastern,Asia,East Asia & Pacific,1956,[1956],,,,,6.466,4.476397179,,,,,,,,,,,78078.87084,,,,,,59.989,,,,,,,,,,,66348.0,11.509,,,,,,,,,,,,,,297.0,0.0,0.0,115.0,0.0,0.0,0.0,2.0,59.0,148.0,40.0,364.0,72.8
30,Bulgaria,Europe - Eastern,Europe,Europe & Central Asia,1956,[1956],,,,,2.346,1.714900783,-7.0,,,,,,,,,,5494.755859000001,,,72.0,,,65.21,,,,,,,,,,,7568951.0,68.243,,,,,,,59.746,,,,,,,12980.0,0.0,0.0,10.0,82.0,0.0,0.0,85.0,39.0,68.0,99.0,383.0,63.833333333333336
31,Burkina Faso,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],,,,,6.205,,,,,,,,,,,,1203.975764,,,169.1,,,32.591,,,,,,,,,,,4597951.0,16.781,,,,,,,,,,,,,,,0.0,0.0,98.0,0.0,0.0,0.0,179.0,176.0,128.0,0.0,581.0,145.25
32,Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],,,,,6.821000000000001,,,,,,,,,,,,744.0092503,,,,,,40.080999999999996,,,,,,,,,,,2734574.0,98.24600000000001,,,,,,,,,,,,,,,0.0,0.0,148.0,0.0,0.0,0.0,200.0,146.0,45.0,0.0,539.0,134.75
33,Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,1956,[1956],,,,,6.95,0.02669323,-9.0,,,,,,,,,,1996.074324,,,,,,40.835,,,,,,,,,,,4945074.0,27.316,,,,,,,,,,,,,,132.0,0.0,0.0,158.0,93.0,0.0,0.0,148.0,144.0,103.0,27.0,673.0,112.16666666666667
34,Cameroon,Africa - Central,Africa,Sub-Saharan Africa,1956,[1956],,,,,5.485,0.047720171,,,,,,,,,,,2568.778961,,,190.3,,,39.84,,,,,,,,,,,4994394.0,10.505,,,,,,,,,,,,,,238.33333330000002,0.0,0.0,67.0,0.0,0.0,0.0,136.0,149.0,151.0,36.0,539.0,107.8
35,Canada,America - North,North America,America,1956,[1956],,,,,3.841,11.74464621,10.0,,,,,,,,,,25111.09893,,,31.5,,,70.04,,,,,,1.1541860000000002,1.341252,0.9687888000000001,,,16174093.0,1.6219999999999999,,,,,4.940926999999999,,,,,,23.041970000000003,,,189959.0,0.0,0.0,43.0,20.0,0.0,0.0,10.0,11.0,192.0,122.0,398.0,66.33333333333333
36,Cayman Islands,America - Central,Central and South America,America,1956,[1956],,,,,,0.522689475,,,,,,,,,,,23145.80044,,,,,,,,,,,,,,,,,7015.0,26.572,,,,,,,,,,,,,,3.666666667,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,105.0,1.0,119.0,39.666666666666664
37,Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,1956,[1956],,,,,5.692,,,,,,,,,,,,2334.533301,,,,,,34.87,,,,,,,,,,,1417223.0,,,,,,,,,,,,,,,,0.0,0.0,72.0,0.0,0.0,0.0,143.0,170.0,0.0,0.0,385.0,128.33333333333334
38,Chad,Africa - Central,Africa,Sub-Saharan Africa,1956,[1956],,,,,6.169,,,,,,,,,,,,2563.980837,,,,,,36.966,,,,,,,,,,,2724017.0,2.122,,,,,,,,,,,,,,,0.0,0.0,96.0,0.0,0.0,0.0,137.0,158.0,188.0,0.0,579.0,144.75
39,Channel Islands,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],,,,,2.156,,,,,,,,,,,,,,,,,,70.19,,,,,,,,,,,106226.0,544.749,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,19.0,6.333333333333333
40,Chile,America - South,Central and South America,America,1956,[1956],,,,,5.4079999999999995,1.7086283269999998,5.0,,,,,,,,,,8009.044116,,,121.1,,,55.715,,,,,,5.110062,9.566343,0.9437962999999999,,,6931486.0,9.161,,,,,12.19974,,,,,,6.890125,,,11843.33333,0.0,0.0,66.0,30.0,0.0,0.0,62.0,85.0,153.0,95.0,491.0,81.83333333333333
41,China,Asia - Eastern,Asia,East Asia & Pacific,1956,[1956],,,,,5.605,0.350204598,-8.0,,,,,,,,,,1430.987025,,,,,,50.44528,,,,,,,,,,,618226224.0,64.419,,,,,,,78.0,,,,,,,216505.6667,0.0,0.0,69.0,86.0,0.0,0.0,170.0,102.0,70.0,123.0,620.0,103.33333333333333
42,Colombia,America - South,Central and South America,America,1956,[1956],,,,,6.767,0.886408133,-5.0,,,,,,,,,,4642.0365,,,104.0,,,54.041000000000004,,,,,,51.42246,95.35611999999999,9.131545,,,14229713.0,12.494000000000002,,,,,1.391699,,,,,,9.29331,,,12613.33333,0.0,0.0,143.0,48.0,0.0,0.0,102.0,92.0,143.0,98.0,626.0,104.33333333333333
43,Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],,,,,6.46,,,,,,,,,,,,2386.226286,,,,,,41.91,,,,,,,,,,,178791.0,96.073,,,,,,,,,,,,,,,0.0,0.0,114.0,0.0,0.0,0.0,141.0,139.0,47.0,0.0,441.0,110.25
44,Cook Islands,Oceania,Oceania,East Asia & Pacific,1956,[1956],,,,,,,,,,,,,,,,,,,,99.9,,,,,,,,,,,,,,,70.932,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,66.0,66.0
45,Costa Rica,America - Central,Central and South America,America,1956,[1956],,,,,7.047000000000001,0.41477880899999997,10.0,,,,,,,,,,5719.750225,,,99.91,,,59.28,,,,,,,,,,,1166887.0,22.835,,,,,,,,,,,,,,484.0,0.0,0.0,164.0,20.0,0.0,0.0,83.0,63.0,115.0,49.0,494.0,82.33333333333333
46,Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],,,,,7.042000000000001,,,,,,,,,,,,2956.013649,,,235.1,,,34.134,,,,,,,,,,,3172308.0,9.838,,,,,,,,,,,,,,,0.0,0.0,163.0,0.0,0.0,0.0,132.0,171.0,152.0,0.0,618.0,154.5
47,Croatia,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],,,,,2.498,,-7.0,,,,,,,,,,7502.303620999999,,,,,,62.97,,,,,,,,,,,3984346.0,70.472,,,,,,,,,,,,,,,0.0,0.0,18.0,82.0,0.0,0.0,67.0,47.0,67.0,0.0,281.0,56.2
48,Cuba,America - Central,Central and South America,America,1956,[1956],,,,,3.665,0.879925237,-9.0,,,,,,,,,,10858.47901,,,34.0,,,61.457,,,,,,,,,,,6646398.0,59.953,,,,,,,,,,,,,,5848.333333,0.0,0.0,42.0,93.0,0.0,0.0,44.0,53.0,75.0,83.0,390.0,65.0
49,Cyprus,Asia - Western,Asia,Europe & Central Asia,1956,[1956],,,,,3.5460000000000003,1.250318139,,,,,,,,,,,7365.209226999999,,,,,,68.18,,,,,,,,,,,539596.0,58.328,,,,,,,,,,,,,,674.6666667000001,0.0,0.0,40.0,0.0,0.0,0.0,69.0,20.0,77.0,55.0,261.0,52.2
50,Czech Republic,Europe - Eastern,Europe,Europe & Central Asia,1956,[1956],,,,,2.4459999999999997,,-7.0,,,,,,,,,,15711.16251,,,,,,69.37,,,,,,,,,,,9317119.0,,,,,,,,48.188,,,,,,,,0.0,0.0,15.0,82.0,0.0,0.0,27.0,13.0,0.0,0.0,137.0,34.25
51,Denmark,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],,,,,2.59,5.909778579,10.0,,,,,,,,,,19430.24665,,,24.0,,,72.05,,,,,,0.9908164,0.7761117,1.199798,,,4466552.0,103.647,,,,,13.48075,,42.2,,,,14.08508,,,26396.33333,0.0,0.0,19.0,20.0,0.0,0.0,18.0,5.0,43.0,104.0,209.0,34.833333333333336
52,Djibouti,Africa - Eastern,Africa,Middle East & North Africa,1956,[1956],,,,,6.354,0.40626197399999997,,,,,,,,,,,5673.685422,,,,,,42.331,,,,,,,,,,,72203.0,3.112,,,,,,,,,,,,,,29.33333333,0.0,0.0,105.0,0.0,0.0,0.0,84.0,138.0,182.0,12.0,521.0,104.2
53,Dominica,America - Central,Central and South America,America,1956,[1956],,,,,,0.06601254200000001,,,,,,,,,,,4694.300896,,,,,,,,,,,,,,,,,55545.0,73.961,,,,,,,,,,,,,,3.666666667,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,65.0,1.0,167.0,55.666666666666664
54,Dominican Republic,America - Central,Central and South America,America,1956,[1956],,,,,7.676,,-9.0,,,,,,,,,,3003.30513,,,,,,48.751000000000005,,,,,,,,,,,2890455.0,,,,,,,,,,,,,,,,0.0,0.0,183.0,93.0,0.0,0.0,130.0,106.0,0.0,0.0,512.0,128.0
55,East Germany,Europe - Eastern,Europe,Europe & Central Asia,1956,[1956],,,,,,13.57115332,-8.0,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244075.3333,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,124.0,210.0,105.0
56,Ecuador,America - South,Central and South America,America,1956,[1956],,,,,6.723,0.32712386,2.0,,,,,,,,,,7435.660243,,,132.4,,,50.467,,,,,,,,,,,3967916.0,13.993,,,,,,,,,,,,,,1298.0,0.0,0.0,140.0,36.0,0.0,0.0,68.0,101.0,134.0,67.0,546.0,91.0
57,Egypt,Africa - Northern,Africa,Middle East & North Africa,1956,[1956],,,,,6.6610000000000005,0.396834445,-7.0,,,,,,,,,,2853.14296,,,225.8,,,45.096000000000004,,,,,,,,,,,25086028.0,25.05,,,,,,,,,,,,,,9955.0,0.0,0.0,133.0,82.0,0.0,0.0,133.0,119.0,110.0,92.0,669.0,111.5
58,El Salvador,America - Central,Central and South America,America,1956,[1956],,,,,6.531000000000001,0.212063182,-5.0,,,,,,,,,,6693.187904,,,133.9,,,48.108000000000004,,,,,,,,,,,2489824.0,118.33200000000001,,,,,,,,,,,,,,528.0,0.0,0.0,119.0,48.0,0.0,0.0,73.0,107.0,40.0,52.0,439.0,73.16666666666667
59,Equatorial Guinea,Africa - Central,Africa,Sub-Saharan Africa,1956,[1956],,,,,5.495,0.152888622,,,,,,,,,,,836.6870739,,,,,,35.536,,,,,,,,,,,239826.0,8.55,,,,,,,,,,,,,,36.66666667,0.0,0.0,68.0,0.0,0.0,0.0,194.0,165.0,157.0,14.0,598.0,119.6
60,Eritrea,Africa - Eastern,Africa,Middle East & North Africa,1956,[1956],,,,,6.984,,,,,,,,,,,,706.286072,,,,,,36.527,,,,,,,,,,,1292970.0,10.995,,,,,,,,,,,,,,,0.0,0.0,161.0,0.0,0.0,0.0,202.0,162.0,150.0,0.0,675.0,168.75
61,Eritrea and Ethiopia,Africa - Eastern,Africa,Middle East & North Africa,1956,[1956],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23915607.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
62,Estonia,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],,,,,2.0069999999999997,,-7.0,,,,,,,,,,9785.792263,,,,,,67.039,,,,,,,,,,,1170514.0,25.954,,,,,,,,,,,,,,,0.0,0.0,2.0,82.0,0.0,0.0,49.0,27.0,108.0,0.0,268.0,53.6
63,Ethiopia,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],,,,,6.9479999999999995,0.01168739,-9.0,,,,,,,,,,777.5838758,,,,,,35.806999999999995,,,,,,,,,,,20706078.0,18.75,,,,,,,,,,,,,,242.0,0.0,0.0,156.0,93.0,0.0,0.0,198.0,164.0,120.0,37.0,768.0,128.0
64,Faeroe Islands,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],,,,,,3.519200802,,,,,,,,,,,,,,,,,,,,,,,,,,,,32299.0,23.087,,,,,,,,,,,,,,113.66666670000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,23.0,137.0,68.5
65,Falkland Islands (Malvinas),Europe - Northern,Europe,America,1956,[1956],,,,,,142.2485927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,311.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,42.0,245.0,122.5
66,Fiji,Oceania,Oceania,East Asia & Pacific,1956,[1956],,,,,6.871,0.5620924110000001,,,,,,,,,,,3689.9538060000004,,,64.8,,,54.018,,,,,,,,,,,345732.0,18.919,,,,,,,,,,,,,,194.33333330000002,0.0,0.0,152.0,0.0,0.0,0.0,121.0,93.0,119.0,33.0,518.0,103.6
67,Finland,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],,,,,2.91,2.8468135130000003,10.0,,,,,,,,,,14555.568319999998,,,27.8,,,67.99,,,,,,2.702468,4.270874,1.329049,,,4278702.0,12.652999999999999,,,,,17.10546,,,,,,12.04234,,,12180.66667,0.0,0.0,30.0,20.0,0.0,0.0,29.0,21.0,142.0,97.0,339.0,56.5
68,France,Europe - Western,Europe,Europe & Central Asia,1956,[1956],,,,,2.685,6.13123332,10.0,,,,,,,,,,17572.61577,,,31.1,,,68.5,,,,,,0.8094456999999999,1.1216760000000001,0.5000935000000001,,,43831475.0,79.477,,,,,5.989944,,21.5,,,,18.48939,,,268741.0,0.0,0.0,21.0,20.0,0.0,0.0,25.0,17.0,59.0,125.0,267.0,44.5
69,French Guiana,America - South,Central and South America,America,1956,[1956],,,,,4.925,0.503386418,,,,,,,,,,,6809.059751999999,,,,,,55.217,,,,,,,,,,,29136.0,0.324,,,,,,,,,,,,,,14.66666667,0.0,0.0,58.0,0.0,0.0,0.0,71.0,86.0,202.0,10.0,427.0,85.4
70,French Polynesia,Oceania,Oceania,East Asia & Pacific,1956,[1956],,,,,5.938,0.618264083,,,,,,,,,,,18702.7647,,,,,,53.55,,,,,,,,,,,71167.0,17.792,,,,,,,,,,,,,,44.0,0.0,0.0,84.0,0.0,0.0,0.0,23.0,95.0,126.0,17.0,345.0,69.0
71,Gabon,Africa - Central,Africa,Sub-Saharan Africa,1956,[1956],,,,,4.115,,,,,,,,,,,,9667.262212,,,,,,38.433,,,,,,,,,,,477456.0,1.784,,,,,,,,,,,,,,,0.0,0.0,47.0,0.0,0.0,0.0,50.0,153.0,189.0,0.0,439.0,109.75
72,Gambia,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],,,,,5.404,0.057387073,,,,,,,,,,,1030.914681,,,158.9,,,31.131,,,,,,,,,,,319468.0,28.284000000000002,,,,,,,,,,,,,,18.33333333,0.0,0.0,65.0,0.0,0.0,0.0,188.0,179.0,102.0,11.0,545.0,109.0
73,Georgia,Asia - Western,Asia,Europe & Central Asia,1956,[1956],,,,,2.9189999999999996,,-7.0,,,,,,,,,,4199.779512,,,,,,62.04600000000001,,,,,,,,,,,3903604.0,56.006,,,,,,,,,,,,,,,0.0,0.0,31.0,82.0,0.0,0.0,109.0,50.0,79.0,0.0,351.0,70.2
74,Germany,Europe - Western,Europe,Europe & Central Asia,1956,[1956],,,,,2.247,10.83537908,10.0,,,,,,,,,,19385.21687,,,,,,68.678,,,,,,,,,,,70769436.0,198.22099999999998,,,,,,,29.63,,,,,,,766813.6667,0.0,0.0,5.0,20.0,0.0,0.0,19.0,16.0,23.0,127.0,210.0,35.0
75,Ghana,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],,,,,6.58,0.18137867,,,,,,,,,,,2078.2379140000003,,,131.8,,,43.956,,,,,,,,,,,5943367.0,24.916,,,,,,,,,,,,,,1078.0,0.0,0.0,124.0,0.0,0.0,0.0,145.0,127.0,111.0,63.0,570.0,114.0
76,Gibraltar,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],,,,,,2.436901653,,,,,,,,,,,,,,,,,,,,,,,,,,,,21065.0,3510.833,,,,,,,,,,,,,,51.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,22.0,11.0
