,Country,Region-Geo,Continent,Region,Year,Year_cat,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission,RankTotalGDPUS,RankAgriculturalLand,RankChildrenPerWoman,RankDemocracyScore,RankExports,RankImports,RankIncomePerPerson,RankLifeExpectancy,RankPopulationdensity,RankYearlyCO2emission,TotalRankValue,AverageRanking
13,Azerbaijan,Asia - Western,Asia,Europe & Central Asia,2008,[2008],57.5647543,25.65117,27.50879,73.21436558,1.986,5.918422112000001,-7.0,1.51548132,65.7774117,,,2110.970428,45.04588745,0.923285802,,23.46733444,16661.02525,,,36.9,27.73015196,17.43121254,70.142,,,,,,,,,0.37348495,2.099854033,8943600.0,103.275,2.81,98.12,,921.5621107999999,,15.85377533,33.0,18499278246.0,233.8604458,42.31007726,,52.9962,2.482499362,52932.0,80.0,48.0,63.0,144.0,30.0,12.0,89.0,109.0,83.0,140.0,798.0,79.8
14,Bahamas,America - Central,Central and South America,America,2008,[2008],1.298701299,27.24594,29.13948,107.30951470000001,1.889,7.373751601,,,46.04148351,,,20911.599430000002,829.1848864,0.0,,54.02514155,45120.15489,,,14.9,1.488889903,31.54,74.407,,,,,,,,,,1.44903384,333661.0,24.041999999999998,,100.50399999999999,,,,15.48389015,31.0,6977385178.0,1833.4255690000002,-7.861876217000001,,83.6656,1.6874084109999998,2460.333333,107.0,189.0,52.0,0.0,66.0,94.0,40.0,67.0,159.0,68.0,842.0,105.25
15,Bahrain,Asia - Western,Asia,Middle East & North Africa,2008,[2008],9.210526316000001,27.83721,28.790940000000003,136.9097428,2.229,23.09002916,-7.0,8.7847075,96.84896908,,,12505.21254,565.1189489,,,74.31211599,63077.87199,,,9.1,11.54122563,51.95,75.914,,,,,1.442,,,,,12.82037337,1052359.0,1516.3670000000002,,,,7314.355637000001,,,15.0,13159972968.0,793.4660518,22.536853100000002,,88.5384,12.86533572,24299.0,88.0,168.0,81.0,144.0,5.0,136.0,27.0,51.0,4.0,119.0,823.0,82.3
16,Bangladesh,Asia - Southern,Asia,South Asia,2008,[2008],69.00207421,20.39742,20.54531,30.68498876,2.377,0.31921141,-6.0,0.19105302300000002,20.33960131,,,508.5557725,49.06882266,,,28.75147667,2940.664296,,,42.8,8.789101226,2.5,68.648,,,,,,,,,0.031890914,1.05136453,145478300.0,1010.28,,,,68.11522858,,8.81827076,77.0,73983829245.0,,-8.411875365,,26.9908,2.738682722,46438.33333,47.0,22.0,90.0,135.0,138.0,23.0,156.0,119.0,9.0,132.0,871.0,87.1
17,Barbados,America - Central,Central and South America,America,2008,[2008],44.18604651,26.384390000000003,29.221690000000002,106.05555149999999,1.831,5.523305654,,,60.04552356,,,9781.356913,627.514953,4.273125349,,64.19105691,33919.801380000004,,,18.2,7.462771169,66.5,74.539,,,,,,,,,,0.20669447100000002,272180.0,632.977,,108.14,,,,33.15248161,42.0,2662289725.0,958.1784845000001,-4.1455333560000005,,42.8062,1.47953083,1503.333333,133.0,79.0,46.0,0.0,36.0,116.0,52.0,66.0,12.0,53.0,593.0,65.88888888888889
18,Belarus,Europe - Eastern,Europe,Europe & Central Asia,2008,[2008],43.94775752,26.16443,26.641859999999998,83.96095733,1.416,6.48817388,-7.0,2.931195793,60.93775522,,,2510.27848,242.96447379999998,2.431421502,,68.66172333,23067.47998,,,5.6,21.1604911,23.18848886,69.194,,,,,4.98,,,,0.7958110420000001,-1.036063971,9680690.0,46.631,0.19,97.76799999999999,,614.9072872,,25.35338921,20.794,24103693966.0,373.34709110000006,-7.723968108999999,,73.7106,-0.42069416299999995,62810.0,71.0,80.0,17.0,144.0,35.0,123.0,73.0,116.0,134.0,146.0,939.0,93.9
19,Belgium,Europe - Western,Europe,Europe & Central Asia,2008,[2008],45.34346103,26.75915,25.1446,106.9753382,1.819,9.890022172,8.0,5.469581576,84.93280404,,,25082.37413,3563.699189,7.98167504,,83.72652364,67013.20352000001,,,3.7,2.157311729,65.33564762,79.777,,,,,2.987,,,,,0.789976845,10602167.0,347.293,,98.12700000000001,,1920.9622149999998,,25.36482669,10.0,269000000000.0,4754.275222,0.856065393,,97.3904,0.823661402,104855.6667,20.0,76.0,45.0,64.0,9.0,145.0,24.0,20.0,27.0,158.0,588.0,58.8
20,Belize,America - Central,Central and South America,America,2008,[2008],6.663743972000001,27.02255,29.81663,53.48001751,2.907,1.36012592,,,61.86651999,,,3684.074728,137.8537704,0.105390596,,70.04489586,14594.04525,,,17.1,3.1914144,10.50720419,72.77199999999999,,,,,,,,,,3.3462718110000003,299237.0,13.03,,,,,,,77.0,1187100524.0,218.9570745,-7.959814529,,45.5022,2.755521358,407.0,148.0,178.0,120.0,0.0,34.0,127.0,97.0,90.0,180.0,26.0,1000.0,111.11111111111111
21,Benin,Africa - Western,Africa,Sub-Saharan Africa,2008,[2008],30.69065268,22.41835,23.74026,43.38648489,5.273,0.537539184,7.0,0.392489451,15.24092762,,,373.5066867,17.0,,,28.84782463,2895.273853,,,66.9,7.121005393,1.85,58.272,,,,,0.059000000000000004,,,,,2.956236975,8355980.0,74.195,,,,38.22294336,,17.24793502,109.0,3121014404.0,33.0,-13.60689701,,42.956,4.483342337,4491.666667,130.0,120.0,168.0,78.0,144.0,25.0,157.0,156.0,105.0,81.0,1164.0,116.4
22,Bermuda,America - North,North America,America,2008,[2008],0.0,28.418940000000003,30.31529,122.183213,,6.011207861,,,26.34129685,,,67554.23287,,,,36.13927456,152192.5456,,,,2.686393411,82.88584268,,,,,,,,,,,0.3125,64657.0,1219.943,,,,,,,16.0,4336981750.0,,-9.797977707000001,,100.0,0.31201273399999996,388.6666667,123.0,194.0,0.0,0.0,123.0,47.0,2.0,0.0,6.0,25.0,520.0,86.66666666666667
23,Bhutan,Asia - Southern,Asia,South Asia,2008,[2008],13.07632196,22.8218,22.88243,36.13378522,2.506,0.60121031,3.0,,46.58583826,,,1208.403311,80.91950447,0.125439808,,57.70979056,9159.314208,,,41.0,5.693203688,6.55,65.98100000000001,,,,,,,,,,1.8392626369999998,701363.0,14.923,,98.51,,,,8.420716138,49.0,838356460.0,94.06479136,-11.12388486,,33.2618,4.167905831000001,421.66666669999995,155.0,159.0,99.0,102.0,62.0,107.0,118.0,131.0,173.0,29.0,1135.0,113.5
24,Bolivia,America - South,Central and South America,America,2008,[2008],33.98781501,24.43335,26.8633,52.3846526,3.477,1.4421218519999999,8.0,0.617864845,44.906556,,,1182.4646380000001,55.60305940000001,4.4344813069999995,,37.9604649,7912.793374,,,38.4,10.38118174,12.5,65.72800000000001,90.69810562,99.12249885,,,,,,,,1.6242816009999999,9618466.0,8.755,24.89,98.68700000000001,,213.0616137,,,78.0,11373495913.0,85.35091165,6.946091105,,65.515,2.301222343,13871.0,92.0,112.0,132.0,64.0,69.0,53.0,124.0,134.0,186.0,111.0,1077.0,107.7
25,Bosnia and Herzegovina,Europe - Southern,Europe,Europe & Central Asia,2008,[2008],41.76470588,26.611629999999998,26.35874,84.23152783,1.218,8.268586102999999,,1.577568701,41.06450461,,,2222.564552,294.1922506,4.143127492,,77.88623144,15479.95305,,,7.2,7.556584432999999,34.66,75.608,,,,,,,,,,-0.128952019,3774164.0,73.718,,101.787,,927.1194974,,20.96064036,16.0,8388323119.0,505.6025539,-36.75291545,,46.7438,0.9347939909999999,31207.0,101.0,89.0,2.0,0.0,80.0,140.0,94.0,54.0,106.0,124.0,790.0,87.77777777777777
26,Botswana,America - South,Africa,Sub-Saharan Africa,2008,[2008],45.616078200000004,22.129839999999998,26.09156,76.00645992,2.86,2.547205491,8.0,1.100672082,42.12054977,,,4223.234151,407.2406372,0.566611135,,41.777179100000005,26480.12212,,,46.1,17.32000786,6.25,46.38399999999999,,,,,,,,,,1.405456219,1954822.0,3.36,,100.505,,454.7957053,,,50.0,8255372642.0,535.9908441,-0.139594654,,59.5142,2.6420206619999997,4979.333333,102.0,75.0,117.0,64.0,75.0,69.0,62.0,183.0,195.0,85.0,1027.0,102.7
27,Brazil,America - South,Central and South America,America,2008,[2008],31.29056129,25.78623,25.99113,78.64616123,1.8969999999999998,2.023772836,8.0,1.296541229,13.6631968,,,4478.809189,305.7357418,11.64693565,,13.47468092,19363.096709999998,,,16.7,8.332879387,33.83,72.572,90.03661994,97.84362979,,,,,,,0.549986565,0.9152846290000001,191543237.0,22.497,11.32,,,498.16530520000003,,16.71857023,76.0,858000000000.0,714.9898562000001,0.18998213600000002,,83.7346,1.274442514,387640.0,9.0,118.0,54.0,64.0,149.0,2.0,81.0,91.0,161.0,178.0,907.0,90.7
28,British Virgin Islands,America - Central,Central and South America,America,2008,[2008],,27.31079,28.92512,,,4.51044138,,,,,,,,,,,90026.54866,,,13.6,,,,,,,,,,,,,,22762.0,150.74200000000002,,,,,,,,,,,,,,102.66666670000001,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,60.0,9.0,81.0,27.0
29,Brunei,Asia - South Eastern,Asia,East Asia & Pacific,2008,[2008],2.087286528,24.18179,22.892310000000002,103.68135799999999,2.095,27.60281956,,9.433509662999999,78.29923669,,,17722.65838,754.3002887,,,27.61460739,93050.46493999999,,,6.9,12.69238156,46.0,77.566,,,,,1.4169999999999998,,,,,1.884580735,384695.0,66.729,,101.335,,3067.4989010000004,,,25.0,6817818067.0,877.0618037,50.6846293,,74.7654,2.442272554,10618.66667,108.0,188.0,70.0,0.0,17.0,21.0,10.0,40.0,115.0,103.0,672.0,74.66666666666667
30,Bulgaria,Europe - Eastern,Europe,Europe & Central Asia,2008,[2008],46.96620937,26.542859999999997,25.51574,137.38070919999998,1.433,6.690139082000001,9.0,2.596119577,58.21740234,,,2661.640139,277.5574139,6.553650555,,78.73204869,22853.75981,,,11.8,8.41565821,39.50310114,73.317,,,,,3.635,,,,0.713568467,-0.47593653399999997,7591322.0,68.445,,97.464,,1380.869289,5.897161,23.26969608,42.0,20285749709.0,474.172846,-20.51464531,,71.586,0.18137506899999997,50787.0,78.0,73.0,22.0,47.0,42.0,141.0,74.0,82.0,113.0,137.0,809.0,80.9
31,Burkina Faso,Africa - Western,Africa,Sub-Saharan Africa,2008,[2008],45.1754386,21.27157,21.63031,19.49145802,6.037000000000001,0.10965549699999999,0.0,,,,,270.1248597,21.56151702,0.6760254520000001,,,2441.9067370000002,,,76.2,9.161945647000001,0.92,54.174,,,,,0.064,,,,,2.970687326,15515258.0,56.625,,84.1,,,,12.3416894,123.0,4191056891.0,36.512727399999996,,,24.015,6.470748007999999,1701.3333329999998,124.0,77.0,177.0,110.0,0.0,0.0,166.0,164.0,129.0,55.0,1002.0,143.14285714285714
32,Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,2008,[2008],85.28037383,21.50291,21.27927,6.050115914,6.481,0.024464801,6.0,,6.5127229060000005,,,135.862446,6.80837092,7.515000867,,,914.8089951,,,75.9,28.16345618,0.81,51.578,86.94787038,88.88636685,,,,,,,,3.0109168719999997,7943385.0,285.384,,91.29799999999999,,,,,19.0,1079207715.0,18.31932186,,,10.1352,5.542900062,194.33333330000002,149.0,1.0,182.0,89.0,156.0,0.0,192.0,173.0,37.0,19.0,998.0,110.88888888888889
33,Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,2008,[2008],31.46952187,20.80496,21.69608,30.65260163,3.051,0.358373309,2.0,0.254186247,65.5432507,,,538.1334555,12.65904548,0.07705529700000001,,67.77700868,3594.400757,,,41.8,12.25378661,0.51,69.71,77.58654273,87.47137741,,,0.22699999999999998,,,,,1.111492715,13822644.0,76.35300000000001,53.27,90.992,,51.58131958,,10.55519636,40.0,7438427180.0,38.85543014,-2.233757974,,19.558,1.768107366,4953.666667,105.0,117.0,124.0,105.0,31.0,120.0,149.0,113.0,102.0,84.0,1050.0,105.0
34,Cameroon,Africa - Central,Africa,Sub-Saharan Africa,2008,[2008],19.48975059,23.681729999999998,24.9527,32.84272035,5.167000000000001,0.29554163899999997,-4.0,0.34091751600000003,31.06591982,,,650.0360972,13.04549914,1.966573779,,35.53621417,4040.1964590000002,,,69.9,4.197871097,3.4,52.878,,,,,,,,,,2.203102945,18758778.0,39.455,,84.18700000000001,,59.55124498,,,125.0,13287179562.0,63.83446755,-3.020039515,,50.3236,3.390887392,5544.0,87.0,149.0,164.0,127.0,104.0,46.0,145.0,168.0,147.0,87.0,1224.0,122.4
35,Canada,America - North,North America,America,2008,[2008],7.433873169,27.4521,26.698290000000004,66.28819759,1.6808,16.35039863,10.0,7.9458464929999995,35.11716845,,,26101.764069999997,3258.486529,13.60045257,,33.59410958,71956.4191,,,5.0,4.109690014,76.72038636,80.743,,,,,,,,,3.0613823160000004,1.175475786,33327954.0,3.343,,98.633,,4772.370648,,12.78562421,13.4138,870000000000.0,4622.626436,1.523058865,,80.3812,1.283021416,544925.3333,8.0,176.0,37.0,33.0,93.0,43.0,21.0,11.0,196.0,186.0,804.0,80.4
36,Cayman Islands,America - Central,Central and South America,America,2008,[2008],8.333333332999999,,,177.7972692,,9.814027791000001,,,,,,,,,,,98763.12276,,,,,61.0,,,,,,,,,,,1.120276506,55295.0,209.451,,,,,,,,,,,,100.0,1.120276506,542.6666667000001,0.0,173.0,0.0,0.0,0.0,0.0,7.0,0.0,47.0,35.0,262.0,65.5
37,Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,2008,[2008],8.363029311,20.99095,22.40158,,4.809,,-1.0,,,,,,,0.05823288,,23.59234234,1422.881306,,,,,,46.769,,,,,,,,,,,4237961.0,,,,,,,,105.0,,,-12.92792793,,,,,0.0,172.0,155.0,113.0,0.0,13.0,184.0,182.0,0.0,0.0,819.0,136.5
38,Chad,Africa - Central,Africa,Sub-Saharan Africa,2008,[2008],39.09625159,21.485689999999998,21.95424,15.01816917,6.805,0.046462461,-2.0,,52.8,,,283.27502749999996,6.04398315,,,50.2,3312.952546,,,96.3,11.942708300000001,1.19,48.881,,,,,,,,,,2.681872422,10653762.0,8.297,,63.638000000000005,,,,,159.0,3017944723.0,28.03009406,2.6,,21.6942,2.7851791689999996,495.0,131.0,96.0,183.0,116.0,53.0,86.0,151.0,178.0,189.0,32.0,1215.0,121.5
39,Channel Islands,Europe - Northern,Europe,Europe & Central Asia,2008,[2008],42.10526316,,,,1.4240000000000002,,,,,,,,,,,,,,,,,,79.57,,,,,,,,,,0.671973533,151705.0,777.9739999999999,,,,,,,10.0,,,,,30.9074,0.9532075190000001,,0.0,87.0,20.0,0.0,0.0,0.0,0.0,22.0,10.0,0.0,139.0,34.75
40,Chile,America - South,Central and South America,America,2008,[2008],21.16525224,27.015420000000002,27.92807,88.09806834,1.8880000000000001,4.207949073,10.0,1.8046324409999999,41.50668497,,,6581.357952,336.9105548,4.893834569,,41.07065621,27306.59925,,,7.8,0.47302486299999996,37.3,78.561,98.64900802,99.15357953,,,,,,,0.9998979490000001,0.971258603,16795593.0,22.198,,98.524,,532.5151772,,19.68696047,58.0,105000000000.0,764.7971784,3.619810541,,88.4144,1.270072293,70675.0,43.0,146.0,51.0,33.0,78.0,66.0,60.0,30.0,162.0,152.0,821.0,82.1
41,China,Asia - Eastern,Asia,East Asia & Pacific,2008,[2008],56.02199093,22.92176,22.91041,48.27650502,1.63,5.29789957,-7.0,1.574831307,34.97950937,,,2032.61498,78.2202325,25.56531104,,27.26426556,12963.197329999999,,,15.8,7.797851283,22.66176993,74.57,,,,,,,,,0.282855321,0.5123869320000001,1328275524.0,138.406,29.79,103.925,,331.376632,,10.26866091,9.0,2690000000000.0,156.5990529,7.715243811000001,,46.5444,3.435383537,7037070.333,3.0,53.0,36.0,144.0,94.0,19.0,102.0,65.0,64.0,193.0,773.0,77.3
42,Colombia,America - South,Central and South America,America,2008,[2008],38.40829202,24.94041,26.22529,91.90986394,2.43,1.47609182,7.0,0.648981524,17.78948399,,,3131.177668,266.1789425,3.723762877,,20.27222542,14372.182019999998,,,17.0,7.768531587000001,25.6,72.997,93.37817637,97.9892699,,,1.43,,,,0.238275829,1.4625794030000001,45005782.0,39.516,20.89,104.238,,404.5913654,,12.31600329,73.0,142000000000.0,376.9990035,-2.251074242,,74.4444,1.8499258669999998,66432.66667,37.0,100.0,94.0,78.0,140.0,5.0,99.0,88.0,146.0,147.0,934.0,93.4
43,Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,2008,[2008],80.64516129,22.06131,22.444329999999997,13.16162483,5.051,0.17885306399999998,9.0,,13.90981033,,,341.21599130000004,23.22485312,,,48.282756799999994,2052.05069,,,63.8,5.505984111,3.0,59.771,,,,,,,,,,2.679939047,697034.0,374.548,,,,,,,57.0,237840250.7,34.45666035,-34.37294647,,27.932,2.7479845330000003,124.66666670000001,166.0,7.0,159.0,47.0,147.0,82.0,173.0,152.0,23.0,11.0,967.0,96.7
44,Cook Islands,Oceania,Oceania,East Asia & Pacific,2008,[2008],,,,,,3.480027308,,,,,,,420.02603210000007,,,,,,,10.4,,,,,,,,,,,,,,,84.82600000000001,,,,,,,,,448.66090360000004,,,,,69.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,6.0,102.0,51.0
45,Costa Rica,America - Central,Central and South America,America,2008,[2008],35.25264395,26.47897,27.03497,41.71867025,1.909,1.9119334190000001,10.0,1.014460904,45.43520025,,,5196.689144,413.1338945,39.42621181,,55.19153428,19663.0951,,,9.1,12.40776103,32.29,78.896,,,,,,,,,,1.549180305,4522124.0,88.49600000000001,4.99,101.852,,798.3405996,,15.72456601,65.0,23497907525.0,617.6982830000001,-9.756337265,,63.193999999999996,2.3371613780000002,8646.0,73.0,107.0,56.0,33.0,68.0,98.0,79.0,27.0,94.0,100.0,735.0,73.5
46,Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,2008,[2008],63.83647799,22.56469,23.82088,55.032559899999995,4.913,0.36942806899999997,0.0,0.541320704,46.51204624,,,574.9350967,17.05693465,11.85987579,,38.80295689,3018.455016,,,83.9,7.998622645,1.9,48.753,,,,,0.14400000000000002,,,,,1.808282045,18987007.0,58.881,46.34,,,70.38744444,,15.57468763,125.0,10916239584.0,71.8341187,7.709089357000001,,49.0686,3.3365530389999996,7014.333333,94.0,31.0,157.0,110.0,63.0,59.0,154.0,179.0,127.0,93.0,1067.0,118.55555555555556
47,Croatia,Europe - Southern,Europe,Europe & Central Asia,2008,[2008],23.01644031,26.596290000000003,25.17882,103.08687309999999,1.432,5.2895623060000005,9.0,2.043194181,42.0644641,,,6793.449090000001,1038.836199,8.354492204,,49.938684499999994,29836.901469999997,,,5.1,6.0888683420000005,50.42182729,76.149,,,,,2.661179389,,,,,-0.045095829000000004,4418387.0,78.149,0.09,102.26,,1494.4102679999999,8.407888,20.16522687,13.0,30147225799.0,1224.051693,-8.277290434,,57.0846,0.35194531799999995,23371.33333,62.0,142.0,21.0,47.0,76.0,85.0,57.0,48.0,101.0,118.0,757.0,75.7
