,Country,Region-Geo,Continent,Region,Year,Year_cat,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission,RankTotalGDPUS,RankAgriculturalLand,RankChildrenPerWoman,RankDemocracyScore,RankExports,RankImports,RankIncomePerPerson,RankLifeExpectancy,RankPopulationdensity,RankYearlyCO2emission,TotalRankValue,AverageRanking
10,Aruba,America - Central,Central and South America,America,1996,[1996],11.11111111,,,3.611455537,2.021,21.80516598,,,125.5870432,,,18550.77411,,,,147.44937990000003,74899.28404,,,,3.217726455,2.768382663,73.645,,,,,,,,,,3.3615581889999997,83069.0,461.494,,,,,,,47.6,1540994255.0,,-21.86233668,,48.3494,2.513858119,1811.3333329999998,133.0,164.0,51.0,0.0,2.0,167.0,11.0,48.0,14.0,63.0,653.0,72.55555555555556
11,Australia,Oceania,Oceania,East Asia & Pacific,1996,[1996],60.55751533,26.382559999999998,25.5976,21.77990754,1.796,17.97142596,10.0,5.40365731,18.85860998,69.0,,19183.14039,1148.635677,12.07011374,17.02000046,19.16687031,78453.39741,,,5.6,2.224974865,3.276794752,78.53,,,2.400000095,,2.4,1.7438310000000001,2.365024,1.1245969999999998,1.961010472,1.322262062,18319637.0,2.367,,99.699,,2355.057382,17.1601,,20.1,351000000000.0,1760.462837,-0.406413896,10.476469999999999,86.3178,1.559493164,329230.0,13.0,40.0,39.0,29.0,127.0,16.0,8.0,5.0,199.0,172.0,648.0,64.8
12,Austria,Europe - Western,Europe,Europe & Central Asia,1996,[1996],41.55245603,25.6641,24.57773,7.521018875,1.446,7.916498335,10.0,3.573953668,35.48918674,73.09999847,,21174.05212,2051.069613,8.873684795,24.75,37.04141369,85807.05763,,,5.4,0.811976074,6.910418483,77.1,,,1.299999952,,2.8,1.12697,1.207417,1.005696,1.462603185,0.135019834,7960464.0,94.928,,95.883,,1761.669317,13.08872,18.88865061,15.81,169000000000.0,2789.12322,-1.5522269469999999,11.56184,65.8,0.135019834,63019.0,23.0,88.0,16.0,29.0,74.0,84.0,6.0,17.0,80.0,148.0,565.0,56.5
13,Azerbaijan,Asia - Western,Asia,Europe & Central Asia,1996,[1996],54.392500899999995,24.55527,26.3454,0.216689971,2.427,4.016582306,-6.0,1.5174861519999998,29.51570345,77.0,,489.10258980000003,6.01612378,2.227088648,,55.54765802,3686.378973,,,70.7,26.42101273,0.0064219609999999995,65.023,,,,,3.8989999999999996,7.749886,13.705329999999998,2.092155,0.756120536,1.00984798,7845310.0,90.59200000000001,,106.10799999999999,,,0.8385683,,35.2,3796903404.0,25.11595475,-26.03195457,5.844275,52.042,0.69521345,31511.33333,104.0,59.0,65.0,128.0,86.0,120.0,147.0,122.0,87.0,126.0,1044.0,104.4
14,Bahamas,America - Central,Central and South America,America,1996,[1996],1.198801199,25.79938,27.69779,1.744237284,2.443,6.100835341,,,48.03768357,78.40000153,,18702.81496,352.86859960000004,,,57.81906345,40658.27981,,,15.0,0.984243786,1.746950698,71.482,,,4.3000001910000005,,1.518,,,,,1.385413258,283677.0,20.441,,,,,,17.04904406,63.6,5305558438.0,879.8801445,-9.781379884,,81.1758,1.6503748530000002,1730.6666670000002,95.0,187.0,66.0,0.0,45.0,127.0,34.0,67.0,158.0,61.0,840.0,93.33333333333333
15,Bahrain,Asia - Western,Asia,Middle East & North Africa,1996,[1996],12.67605634,26.03138,27.08035,6.971477472999999,3.005,27.16928097,-9.0,8.635985556,87.91352571,39.90000153,,11685.072259999999,336.203756,4.398478916,,76.20189623,40203.105110000004,,,14.2,0.196721168,0.8432542190000001,73.661,,,,,,,,,,2.794756415,574914.0,828.4060000000001,,101.959,,4524.342211,,5.042932696,20.6,6717911631.0,485.8071853999999,11.71162948,,88.3848,2.7911359489999996,15620.0,88.0,160.0,95.0,148.0,7.0,152.0,36.0,47.0,9.0,113.0,855.0,85.5
16,Bangladesh,Asia - Southern,Asia,South Asia,1996,[1996],71.65245448,20.10489,19.0933,0.0033353159999999996,3.596,0.200349627,6.0,0.133336186,11.0843287,60.5,,318.92046919999996,24.39962057,0.062837154,,18.6932121,1878.4792280000001,4.17,26.49,77.1,4.2345036160000005,,63.24,,,,,,,,,0.02412267,2.056996883,119928682.0,832.85,85.54,,,29.22401391,,,,38247711533.0,,-7.6088834,,22.0724,3.7908300230000003,24027.66667,50.0,14.0,115.0,72.0,151.0,15.0,176.0,125.0,8.0,120.0,846.0,84.6
17,Barbados,America - Central,Central and South America,America,1996,[1996],44.18604651,25.2685,27.90969,2.377789636,1.73,3.21933214,,,60.85953661,86.0,,8328.885744,317.76328739999997,15.3343587,,56.67218224,26712.15493,,,14.1,4.735457063999999,0.389464214,72.372,,,8.699999809,,,,,,,0.311189612,264237.0,614.505,,,,,,,,2200799782.0,464.9801692,4.187354362,,36.055,1.913192085,850.6666667000002,124.0,82.0,33.0,0.0,23.0,125.0,51.0,61.0,11.0,46.0,556.0,61.77777777777778
18,Belarus,Europe - Eastern,Europe,Europe & Central Asia,1996,[1996],46.01163479,25.11362,25.933889999999998,0.063918135,1.399,5.871689582999999,-7.0,2.501346161,46.34996393,90.40000153,,948.9599152000001,66.47887357,,,50.42488709,8950.811208,,,14.4,53.71500098,0.029541545,68.56,,,,,4.2860000000000005,,,,0.96140762,-0.334086956,10244354.0,49.347,,,,487.84941889999993,,18.79975521,36.88,9641432739.0,88.26239934,-4.074923165,,68.3354,0.266818682,60151.666670000006,74.0,74.0,14.0,141.0,48.0,109.0,103.0,101.0,123.0,143.0,930.0,93.0
19,Belgium,Europe - Western,Europe,Europe & Central Asia,1996,[1996],,25.914820000000002,25.06855,4.73522389,1.605,11.84509069,10.0,5.586788816,65.62308078,68.80000305,,20184.3295,1679.471125,,25.25,62.48204433,53450.996739999995,,,5.8,0.37235590799999996,2.951330322,77.31,,,5.8000001910000005,,3.6,1.8983430000000001,0.0,0.0,,0.195393176,10098192.0,330.785,,103.70200000000001,,2282.4768510000004,15.707770000000002,25.92988163,10.08,205000000000.0,2148.286059,3.140821328,14.155529999999999,96.8452,0.265839647,119614.0,20.0,0.0,27.0,29.0,18.0,135.0,23.0,16.0,23.0,156.0,447.0,63.857142857142854
20,Belize,America - Central,Central and South America,America,1996,[1996],6.444541868,25.72576,27.92163,0.964651528,4.008,1.360406002,,,50.01219277,43.0,,2836.493237,58.00964656,0.0,,50.2746904,11265.065840000001,,,25.4,1.968710124,0.9003163390000001,69.955,,,6.1999998089999995,,0.5479999999999999,,,,,2.508683285,226403.0,9.857999999999999,23.84,,,,,19.54227384,,629945630.3,102.4129651,-0.262497635,,47.5198,2.584048853,308.0,153.0,176.0,121.0,0.0,39.0,107.0,94.0,87.0,181.0,27.0,985.0,123.125
21,Benin,Africa - Western,Africa,Sub-Saharan Africa,1996,[1996],24.49828241,21.5205,22.50528,0.046496169000000004,6.284,0.217279845,6.0,0.36942503299999996,15.78986425,62.70000076,,315.08362919999996,8.23899699,,,29.52394863,2404.309222,,,95.6,6.7074117079999995,0.0016930999999999997,54.913999999999994,,,,,,,,,,2.978379721,5821985.0,51.695,,,,14.27349274,,,,1834412163.0,18.60063418,-13.73408438,,37.073,3.831685003,1265.0,128.0,133.0,173.0,72.0,138.0,54.0,164.0,157.0,119.0,55.0,1193.0,119.3
22,Bermuda,America - North,North America,America,1996,[1996],20.0,27.01108,29.340759999999996,12.93333982,,7.725428546,,,,,,45849.530080000004,,,,,107036.1632,,,,29.36469989,16.17651061,,,,,,,,,,,0.139319526,61701.0,1164.17,,,,,,,37.2,2833500959.0,,,,100.0,0.161943355,476.66666669999995,117.0,147.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,38.0,310.0,62.0
23,Bhutan,Asia - Southern,Asia,South Asia,1996,[1996],13.95058647,21.98528,21.52842,0.0,4.401,0.584661629,-10.0,,35.48812901,21.0,,654.6642921,19.20414021,,,48.01323102,4912.24361,,,71.3,8.081613694,,57.247,,,,,,,,,,0.37435818299999996,520529.0,11.075,,,,,,7.916896747000001,,334630530.8,27.39074265,-10.70290917,,21.5132,5.01821447,304.3333333,160.0,156.0,126.0,151.0,75.0,102.0,136.0,146.0,176.0,26.0,1254.0,139.33333333333334
24,Bolivia,America - South,Central and South America,America,1996,[1996],33.77088526,23.68542,25.28814,0.43730889,4.482,1.143549655,9.0,0.540029344,22.58187009,68.0,,968.9310379000001,28.84157059,38.21011175,,27.27441989,6468.055791,,,68.9,11.5802096,0.196081174,61.52,,,,,,,,,,2.206747806,7637622.0,6.952000000000001,,,,143.7434025,,,,7400329012.0,44.82025956,-4.692549795,,59.8868,3.022936525,8734.0,83.0,112.0,131.0,41.0,114.0,43.0,123.0,131.0,189.0,102.0,1069.0,106.9
25,Bosnia and Herzegovina,Europe - Southern,Europe,Europe & Central Asia,1996,[1996],42.54901961,25.123279999999998,25.28831,0.045376553,1.5190000000000001,1.623875569,,0.527950746,23.61770565,80.90000153,,927.2328457999998,41.48321637,,,83.88233755,6975.667938,,,11.5,-17.0567633,0.015125563,69.818,,,,,,,,,,-0.7962354709999999,3305672.0,64.568,,,,736.4505867,,,29.7,3065127656.0,93.97065382,-60.264631900000005,,41.4186,0.175670584,5368.0,114.0,85.0,21.0,0.0,107.0,158.0,117.0,90.0,102.0,90.0,884.0,98.22222222222223
26,Botswana,America - South,Africa,Sub-Saharan Africa,1996,[1996],45.78194202,20.74696,24.981679999999997,0.0,3.866,1.933028845,7.0,0.8942220999999999,54.19141714,63.5,,2559.7176719999998,65.59540474,,,37.82742908,16563.835469999998,,,47.1,14.23400901,0.15745423,56.256,,,,,,,,,,2.372373978,1623704.0,2.7910000000000004,,,,115.7390939,,15.08622099,,4156073604.0,124.95290159999999,16.36398806,,49.8286,4.088038834,3138.666667,101.0,77.0,116.0,65.0,30.0,85.0,71.0,151.0,195.0,78.0,969.0,107.66666666666667
27,Brazil,America - South,Central and South America,America,1996,[1996],30.61900225,24.25992,24.92815,1.520089834,2.474,1.7327043119999999,8.0,1.0324839479999999,6.566741512,55.20000076,,3627.626996,141.8709084,6.213314209,5.760000229,8.366098971,15620.40202,0.94,46.69,38.1,17.08537466,0.450789179,68.846,,,,,1.272,23.54434,43.27864,4.443396,0.49467813299999996,1.5294186669999998,164342524.0,19.303,21.76,,,415.889794,5.176537000000001,,,596000000000.0,349.96680810000004,-1.7993623719999998,20.56833,78.3264,2.448261273,284757.0,9.0,115.0,67.0,56.0,159.0,2.0,76.0,99.0,162.0,171.0,916.0,91.6
28,British Virgin Islands,America - Central,Central and South America,America,1996,[1996],,25.488979999999998,27.275709999999997,,,3.113280974,,,,,,,,,,,61574.02637000001,,,23.2,,,,,,,,,,,,,,18844.0,124.795,,,,,,,,,,,,,,58.66666667,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,62.0,7.0,83.0,27.666666666666668
29,Brunei,Asia - South Eastern,Asia,East Asia & Pacific,1996,[1996],1.897533207,23.69483,22.93759,14.64527504,2.798,18.82758837,,7.805005586,59.93345349,62.79999924,,19445.251630000002,519.2387899,,,60.64051019,96468.56685,,,8.1,4.488755258,3.3033499269999997,75.016,,,,,0.848,,,,,2.581593329,297188.0,51.55,,,,1587.509368,,,29.8,5778895442.0,637.774438,-0.707056703,,69.148,3.3131339810000004,5595.333333,94.0,185.0,87.0,0.0,24.0,132.0,5.0,36.0,120.0,92.0,775.0,86.11111111111111
30,Bulgaria,Europe - Eastern,Europe,Europe & Central Asia,1996,[1996],55.71725572,25.77704,25.29274,0.32138238399999997,1.28,6.836043935,8.0,2.74872298,59.39021938,85.30000305,,1388.110343,38.45053184,3.8584490110000003,,56.80691939,12501.93215,,,19.5,98.03069068,0.717462121,70.85,,,6.400000095,,3.5389999999999997,4.730007,7.864069000000001,1.6787279999999998,0.6783503609999999,-0.51572988,8273011.0,74.59100000000001,,98.81200000000001,,1407.6744130000002,10.09587,19.36174462,50.068000000000005,11605673635.0,55.24467726,2.583312568,10.24121,68.0054,-0.18668579800000001,56554.666670000006,70.0,51.0,5.0,56.0,27.0,126.0,88.0,73.0,96.0,141.0,733.0,73.3
31,Burkina Faso,Africa - Western,Africa,Sub-Saharan Africa,1996,[1996],34.90497076,20.52809,20.670189999999998,0.004776127,6.801,0.06437916,-5.0,,10.56360521,84.40000153,,190.33202260000002,4.55124611,6.143943375,,27.61669256,1858.4130480000001,,,100.4,0.34870515,0.000960519,49.576,12.84816893,19.41415165,,,0.035,,,,,2.7674496110000004,10992170.0,40.117,,,,,,,139.0,2092161948.0,11.85997735,-17.05308735,,15.6736,6.290664498,707.6666667000001,125.0,106.0,177.0,114.0,152.0,45.0,177.0,167.0,134.0,44.0,1241.0,124.1
32,Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,1996,[1996],83.72274143,21.332279999999997,20.447020000000002,0.009136424,7.267,0.05374367,-5.0,,5.820321034,95.5,,134.4704068,2.86477668,,,15.75340126,925.693925,,,95.4,14.453111400000001,0.000803592,46.951,,,,,,,,,,0.8752319,6140258.0,220.60299999999998,,,,,,13.43899658,,825682991.4,8.253658999999999,-9.933080228,,7.417999999999999,3.7054160130000002,330.0,144.0,2.0,182.0,114.0,161.0,9.0,200.0,175.0,43.0,31.0,1061.0,106.1
33,Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,1996,[1996],25.94606843,20.08239,20.55375,0.201573316,4.423,0.142073495,1.0,0.258916115,25.36400674,86.0,,236.2080833,7.42815436,,,43.79756006,1608.817045,,,88.3,3.506714886,,58.61600000000001,,,,,,,,,,2.560011071,11458858.0,63.29600000000001,,,,10.57174807,,,52.0,2706674885.0,29.01808094,-18.43355332,,17.566,4.0223188610000005,1628.0,118.0,131.0,127.0,91.0,101.0,98.0,182.0,142.0,104.0,60.0,1154.0,115.4
34,Cameroon,Africa - Central,Africa,Sub-Saharan Africa,1996,[1996],19.37763111,22.63932,23.12848,0.024496981,5.903,0.322076971,-4.0,0.39430956100000003,23.38144448,62.20000076,,541.3029119,5.96980053,1.7587225640000002,,18.3915083,3304.857396,2.5,38.68,93.9,2.6923792239999997,,53.016999999999996,,,,,0.07400000000000001,,,,,2.459669926,14287475.0,30.051,51.78,,,23.18308918,,,,8389769052.0,34.474362299999996,4.989936177,,43.1668,3.844813101,4601.666667,79.0,148.0,159.0,109.0,109.0,14.0,154.0,161.0,149.0,86.0,1168.0,116.8
35,Canada,America - North,North America,America,1996,[1996],7.483908854,26.67114,25.68735,11.82392249,1.631,15.81493777,10.0,7.95670193,38.38712144,76.0,,20276.45211,1294.366554,15.82917166,17.04000092,34.36078025,56149.67299,,,5.6,1.617254917,6.739808038,78.4,,,1.600000024,,2.1,1.708232,2.2921259999999997,1.11701,2.776228236,1.077164681,29582222.0,2.967,,99.397,,4511.610371,14.94036,14.23935072,,602000000000.0,1828.837371,4.026341198,9.527239,78.0356,1.540332436,467841.0,8.0,174.0,29.0,29.0,65.0,72.0,19.0,7.0,194.0,179.0,776.0,77.6
36,Cayman Islands,America - Central,Central and South America,America,1996,[1996],8.333333332999999,,,,,11.39918661,,,,,,,,,,,98812.87515,,,,,,,,,,,,,,,,3.899549215,34096.0,129.15200000000002,,,,,,,,,,,,100.0,3.899549215,388.6666667,0.0,170.0,0.0,0.0,0.0,0.0,3.0,0.0,58.0,35.0,266.0,66.5
37,Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,1996,[1996],8.061253973,20.775389999999998,20.94705,,5.5729999999999995,,5.0,,,73.59999847,,,,0.330858669,,21.0442711,1405.678985,,,,,,43.974,,,,,,,,,,,3406451.0,,,,,,,,,,,-3.726039459,,,,,0.0,171.0,153.0,80.0,0.0,20.0,188.0,181.0,0.0,0.0,793.0,132.16666666666666
38,Chad,Africa - Central,Africa,Sub-Saharan Africa,1996,[1996],38.51651842,20.70319,20.533920000000002,0.0,7.426,0.014729483,-2.0,,17.54350925,70.5,,172.47503830000002,4.54608235,,,29.06652395,1990.202083,,,109.0,11.45845494,,46.498999999999995,,,,,,,,,,3.1087832680000003,7219081.0,5.622000000000001,,45.229,,,,,,1245111272.0,12.226303,-11.5230147,,21.4596,3.195495347,106.33333329999999,135.0,99.0,183.0,102.0,132.0,51.0,172.0,176.0,191.0,13.0,1254.0,139.33333333333334
39,Channel Islands,Europe - Northern,Europe,Europe & Central Asia,1996,[1996],42.10526316,,,,1.42,,,,,,,,,,,,,,,,,,76.72,,,,,,,,,,0.361486001,142448.0,730.503,,,,,,,,,,,,30.5106,0.324128916,,0.0,87.0,15.0,0.0,0.0,0.0,0.0,24.0,10.0,0.0,136.0,34.0
40,Chile,America - South,Central and South America,America,1996,[1996],20.48605974,25.77917,26.2099,2.18357627,2.3209999999999997,3.3158658080000003,8.0,1.3885908530000002,27.27677488,45.40000153,,4504.721321,141.73859819999998,3.66048991,,28.96517364,19240.09988,1.35,44.15,10.5,2.727460545,0.68347561,75.36,,,,,,3.070076,5.665114,0.5598801,0.7255941229999999,1.52448951,14630769.0,19.337,6.52,,,488.97172589999997,8.047307,,66.1,65907537053.0,386.9729818,-1.68839876,11.9944,84.6868,1.896904745,48513.66667,42.0,144.0,63.0,56.0,94.0,50.0,63.0,34.0,161.0,136.0,843.0,84.3
41,China,Asia - Eastern,Asia,East Asia & Pacific,1996,[1996],57.0615,22.313670000000002,22.379929999999998,0.5589109870000001,1.656,2.824139241,-7.0,0.889979573,20.05385556,88.09999847,,716.2451166000001,12.31596274,12.41712404,,18.0037086,6040.531101,,,36.3,6.43537077,0.013173925,70.529,,,,,1.59,,,,0.141746286,1.048141514,1226134423.0,127.76299999999999,65.06,93.87299999999999,,93.07576257,,4.704074092,11.8,872000000000.0,26.43450997,2.050146962,,31.9442,4.17436979,3462774.333,7.0,48.0,30.0,141.0,123.0,12.0,128.0,79.0,59.0,185.0,812.0,81.2
42,Colombia,America - South,Central and South America,America,1996,[1996],40.48670572,23.75218,25.4035,1.4088387880000002,2.823,1.630667188,7.0,0.761781794,15.1994617,64.59999847,,2599.008309,149.0662886,7.7434270629999995,,20.84464548,12045.30097,0.91,44.7,24.2,16.86837879,0.330017773,69.76100000000001,91.20716186,96.99500213,,,,65.02799,123.2946,9.625964,0.32889081,1.7924096109999998,37112621.0,32.586,22.15,101.61399999999999,,398.92477610000003,5.22222,,,96456010347.0,230.0312022,-5.645183783999999,19.28892,70.8278,2.233604068,60518.333329999994,34.0,92.0,88.0,65.0,141.0,19.0,91.0,91.0,142.0,144.0,907.0,90.7
43,Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,1996,[1996],73.65591398,21.663729999999997,21.87054,0.0,5.252999999999999,0.13016159800000002,4.0,,18.32368373,72.59999847,,365.5850912,12.33688076,0.09143771,,41.38094807,2316.925522,,,74.8,3.1990915319999997,,56.961000000000006,,,,,,,,,,2.511444485,507062.0,272.467,,,,,,,,185375167.5,17.72332739,-23.05726434,,28.2568,2.3551441719999997,66.0,165.0,9.0,151.0,84.0,128.0,93.0,166.0,148.0,31.0,8.0,983.0,109.22222222222223
44,Cook Islands,Oceania,Oceania,East Asia & Pacific,1996,[1996],,,,,,1.205743725,,,,,,,223.392995,,,,,,,18.3,,,,,,,,,,,,,,,77.314,,,,,,,,,243.3579371,,,,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,3.0,97.0,48.5
45,Costa Rica,America - Central,Central and South America,America,1996,[1996],39.07168038,25.14893,25.52029,1.308118001,2.6860000000000004,1.3348907840000002,10.0,0.66322575,39.31493466,47.40000153,,3555.542499,168.67141840000002,4.20282767,,42.78617863,12889.36549,1.32,34.77,12.9,15.79778173,0.84105704,76.954,,,0.699999988,,0.8640000000000001,6.116924,10.96025,1.173667,,2.5101470740000003,3557095.0,69.61,12.89,102.514,,591.9850266,9.814475,,86.8,12647402445.0,221.4581128,-3.4712439660000003,13.20106,56.4388,3.6681618639999996,4748.333333,68.0,96.0,79.0,29.0,60.0,96.0,86.0,20.0,101.0,87.0,722.0,72.2
46,Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,1996,[1996],62.26415094,21.80476,22.50263,0.08978846300000001,5.72,0.555227448,-6.0,0.40612350799999997,41.10099509,46.90000153,,637.2058658,10.57728913,1.92022919,,32.41828092,3448.003279,,,103.8,4.983084575,0.00840978,48.763000000000005,,,,,0.09,,,,,2.7731171789999998,15089912.0,46.79600000000001,,,,46.04362532,,,,9615330127.0,44.70402422,8.682714167,,41.6762,3.89804489,8378.333333,75.0,33.0,156.0,128.0,55.0,66.0,152.0,169.0,127.0,100.0,1061.0,106.1
