,Country,Region-Geo,Continent,Region,Year,Year_cat,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission,RankTotalGDPUS,RankAgriculturalLand,RankChildrenPerWoman,RankDemocracyScore,RankExports,RankImports,RankIncomePerPerson,RankLifeExpectancy,RankPopulationdensity,RankYearlyCO2emission,TotalRankValue,AverageRanking
23,Bhutan,Asia - Southern,Asia,South Asia,1992,[1992],10.72340426,21.84349,21.15935,0.0,5.216,0.395956727,-10.0,,31.98648234,26.10000038,,515.5275949,,,,58.83105244,3808.3589,,,84.3,9.25299591,,54.071000000000005,,,,,,,,,,-1.704237679,546356.0,11.625,,,177580.38,,,5.313133285,,278212050.4,,-25.16971431,,18.0476,3.0026602739999997,216.33333330000002,155.0,159.0,137.0,151.0,65.0,128.0,147.0,157.0,170.0,25.0,1294.0,143.77777777777777
24,Bolivia,America - South,Central and South America,America,1992,[1992],33.07578695,23.45185,24.71801,0.022239212,4.81,0.953184189,9.0,0.40871671,20.04576118,57.20000076,,890.0104186000001,,6.771659907,,29.06509408,5923.399389,,,79.6,13.19920412,,59.832,79.99177478,93.89611262,,,,,,,,2.32580801,6974168.0,6.348,,,89121.4919,116.3632497,,,82.4,6207082181.0,,-9.019332904,,57.1062,3.673761126,6647.666667,87.0,109.0,126.0,38.0,109.0,58.0,127.0,136.0,189.0,98.0,1077.0,107.7
25,Bosnia and Herzegovina,Europe - Southern,Europe,Europe & Central Asia,1992,[1992],43.1372549,25.26577,25.28169,0.0,1.594,1.001685925,0.0,1.131637759,,76.0,,,,,,,5093.56289,,,14.3,,,65.403,,,,,,,,,,-5.5921849770000005,3931372.0,76.789,,,9457.69,578.1097943,,,,,,,,39.9566,-4.702780753,3938.0,0.0,82.0,14.0,94.0,0.0,0.0,129.0,117.0,95.0,83.0,614.0,122.8
26,Botswana,America - South,Africa,Sub-Saharan Africa,1992,[1992],45.61431369,20.41434,24.636429999999997,0.0,4.394,2.250173615,7.0,1.0087847559999998,48.1795631,54.20000076,,2437.701909,,,,41.57169149,15908.22329,,,39.0,6.639280701000001,,61.571999999999996,,,,,,,,,,2.863556289,1464924.0,2.5180000000000002,,107.413,8451.894,72.26012838,,27.84554007,,3570918962.0,,6.6078716029999995,,44.7522,6.064018334,3296.333333,102.0,73.0,119.0,61.0,38.0,93.0,70.0,130.0,198.0,78.0,962.0,106.88888888888889
27,Brazil,America - South,Central and South America,America,1992,[1992],29.16381974,23.826060000000002,24.731370000000002,0.020700973,2.6430000000000002,1.4276275440000001,8.0,0.93398501,10.868249800000001,46.59999847,,3279.686396,,4.917602132,,8.385094753999999,13900.56604,0.94,44.98,47.5,968.1842329,0.012946262,67.267,,,,,,18.75016,34.82413,3.1335330000000003,0.440088394,1.587895013,154582103.0,18.156,30.29,,53313.52,332.5790144,4.150359,9.73379589,82.4,507000000000.0,,2.483155049,18.9033,75.3972,2.570997333,220685.6667,9.0,117.0,70.0,53.0,138.0,5.0,83.0,104.0,160.0,164.0,903.0,90.3
28,British Virgin Islands,America - Central,Central and South America,America,1992,[1992],,24.65423,26.2893,,,2.955116765,,,,,,,,,,,24150.72318,,,26.4,,,,,,,,,,,,,,17371.0,115.04,,,,,,,53.5,,,,,,,51.33333333,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,63.0,8.0,124.0,41.333333333333336
29,Brunei,Asia - South Eastern,Asia,East Asia & Pacific,1992,[1992],2.087286528,23.52962,22.89418,1.537890657,3.321,21.76960501,,8.04994865,57.87234043,58.0,,19478.09789,,,,47.90902421,98348.81087,,,9.0,1.7268761000000001,,74.067,,,,,,,,,,2.827133405,266794.0,46.278,,102.19,31261.37,1311.8864019999999,,,36.8,5196639649.0,,9.963316213999999,,66.9574,3.6703165610000004,5808.0,95.0,177.0,92.0,0.0,26.0,107.0,2.0,38.0,120.0,96.0,753.0,83.66666666666667
30,Bulgaria,Europe - Eastern,Europe,Europe & Central Asia,1992,[1992],55.62686432,25.7869,25.53536,0.0,1.597,6.294287261,8.0,2.409947514,47.11155378,90.90000153,,1448.163248,,,,52.93824701,12605.24688,,,19.1,59.57864920000001,,71.19,,,,,3.166100025,4.426821,7.146302,1.7717049999999999,0.689377438,-1.073853191,8651284.0,78.001,0.0,99.50299999999999,2461.96,1154.910517,11.03157,16.90338645,69.666,12364513548.0,,-5.826693227000001,12.91235,66.939,-0.653184442,54453.666670000006,69.0,50.0,15.0,53.0,40.0,116.0,86.0,64.0,93.0,139.0,725.0,90.625
31,Burkina Faso,Africa - Western,Africa,Sub-Saharan Africa,1992,[1992],34.81359649,20.403,20.376620000000003,0.0,6.95,0.064060039,-5.0,,8.846480367,84.09999847,,172.745855,,,,19.52753601,1863.505546,,,102.2,0.227059614,,49.373999999999995,,,,,,,,,,2.727545801,9844931.0,35.93,,,1328.81,,,,,1700671023.0,,-10.68105564,,14.3414,4.579841578,630.6666667000001,123.0,105.0,177.0,114.0,143.0,23.0,175.0,167.0,135.0,41.0,1203.0,133.66666666666666
32,Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,1992,[1992],83.13862928,21.33931,20.2388,0.0,7.465,0.054669429000000005,-3.0,,8.749180528,96.30000305,,185.2494132,,,,29.47695089,1263.399756,3.41,26.59,98.5,5.401760707999999,0.0,46.628,,,,,,,,,,1.921333085,5835071.0,209.638,95.18,79.813,2107.5138,,,15.12278396,,1080943479.0,,-20.72777036,,6.647,4.790444885,319.0,134.0,2.0,183.0,104.0,145.0,59.0,193.0,175.0,44.0,34.0,1073.0,134.125
33,Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,1992,[1992],25.57783821,19.9375,20.282020000000003,0.0,5.24,0.046705674,1.0,,,85.40000153,,,,,,,1660.387961,,,85.6,,,55.993,,,,,0.106700003,,,,,3.363167615,10205755.0,56.373999999999995,,,45834.085,,,,,,,,,16.252,5.559144011,476.66666669999995,0.0,127.0,138.0,86.0,0.0,0.0,181.0,152.0,109.0,39.0,832.0,138.66666666666666
34,Cameroon,Africa - Central,Africa,Sub-Saharan Africa,1992,[1992],19.37763111,22.50597,22.84369,0.0,6.263999999999999,0.294585541,-4.0,0.39463261299999997,20.54702225,62.29999924,,586.4431124,,,,18.31556992,3586.3265560000004,,,86.7,-1.277671029,,53.631,,,,,0.083700001,,,,,2.77521597,12882506.0,27.096,,87.12100000000001,22020.98,27.276532899999996,,9.753700886,,8195593373.0,,2.231452325,,40.8234,4.214111016,3795.0,77.0,142.0,162.0,107.0,107.0,21.0,148.0,158.0,147.0,82.0,1151.0,127.88888888888889
35,Canada,America - North,North America,America,1992,[1992],7.457406436,26.31568,25.306420000000003,3.6165896610000003,1.7109999999999999,16.47303828,10.0,7.480140597,27.09342165,75.30000305,,18826.65615,,14.89629768,17.56999969,27.46588054,52685.76852,,,6.4,1.31836544,0.911695417,77.95,,,1.5,,2.1,2.023427,2.7210240000000003,1.328598,2.7049447539999996,1.227418982,28386162.0,2.847,,99.23200000000001,102239.33,4636.800983,16.15844,14.64866948,,537000000000.0,,-0.372458885,11.30915,77.0192,1.5116478619999998,467606.3333,8.0,168.0,23.0,28.0,85.0,50.0,17.0,5.0,194.0,176.0,754.0,75.4
36,Cayman Islands,America - Central,Central and South America,America,1992,[1992],8.333333332999999,,,3.4413096480000003,,10.85568327,,,,,,,,,,,96987.6577,,,,,,,,,,,,,,,,4.805375827,28710.0,108.75,,,,,,,67.2,,,,,100.0,4.805375827,311.6666667,0.0,163.0,0.0,0.0,0.0,0.0,3.0,0.0,69.0,33.0,268.0,67.0
37,Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,1992,[1992],8.058043597000001,20.80177,20.63324,,5.691,,-6.0,,,73.5,,,,,,24.11251337,1495.81105,,,,,,45.137,,,,,,,,,,,3084958.0,,,,45463.46,,,,,,,-12.60910564,,,,,0.0,165.0,150.0,122.0,0.0,33.0,185.0,180.0,0.0,0.0,835.0,139.16666666666666
38,Chad,Africa - Central,Africa,Sub-Saharan Africa,1992,[1992],38.41327827,20.5876,20.143539999999998,0.0,7.376,0.01377614,-4.0,,11.09074639,66.90000153,,202.9054101,,,,24.81381364,2116.1286,,,111.7,-12.90655383,,46.385,,,,,,,,,,3.0209783289999996,6387856.0,4.975,,,6609.14,,,,,1296130541.0,,-13.72306725,,21.063000000000002,3.620980129,88.0,130.0,99.0,182.0,107.0,137.0,38.0,167.0,176.0,191.0,14.0,1241.0,137.88888888888889
39,Channel Islands,Europe - Northern,Europe,Europe & Central Asia,1992,[1992],42.10526316,,,,1.4569999999999999,,,,,,,,,,,,,,,,,,75.94,,,,,,,,,,0.265973637,141179.0,723.995,,,,,,,,,,,,31.044,-0.292956217,,0.0,87.0,6.0,0.0,0.0,0.0,0.0,22.0,10.0,0.0,125.0,31.25
40,Chile,America - South,Central and South America,America,1992,[1992],20.92181889,25.32067,25.475279999999998,0.47109404,2.559,2.4353529959999998,8.0,1.132508303,29.81192677,43.90000153,,3585.4357579999996,,2.366165451,,28.16902588,15192.25193,,,13.7,12.89319603,0.036548937999999996,74.56,94.2911368,98.42796705,3.0,,,3.056724,5.506723,0.7378796,0.5374177179999999,1.837596835,13678373.0,18.078,9.25,99.971,67464.39,364.68673160000003,5.903427,,63.4,49042927669.0,,1.642900895,11.91494,83.7114,2.100990021,33311.66667,43.0,138.0,64.0,53.0,75.0,52.0,71.0,34.0,161.0,129.0,820.0,82.0
41,China,Asia - Eastern,Asia,East Asia & Pacific,1992,[1992],57.07730541,22.00604,22.15367,0.015056028,2.171,2.293794638,-7.0,0.759688825,18.64780893,87.09999847,,475.92886969999995,,6.435049262000001,,17.46530063,4429.934974,,,41.3,8.237468991,,69.805,,,,,1.5499999519999998,,,,0.11263409199999999,1.225536228,1175230312.0,122.459,82.19,87.42299999999999,2391.3771,54.94692567,,3.251806043,17.7,554000000000.0,,1.182508302,,28.2496,4.4771708310000005,2695737.0,7.0,47.0,51.0,140.0,110.0,16.0,139.0,82.0,59.0,183.0,834.0,83.4
42,Colombia,America - South,Central and South America,America,1992,[1992],40.54348806,23.27852,24.91628,0.0,3.012,1.798506912,9.0,0.726025376,17.70846422,64.09999847,,2403.772309,,6.861886741,,15.75710185,10889.29723,,,27.3,22.22595459,,68.632,,,,,,90.92706,171.33700000000002,13.64645,0.30848774100000004,1.894346824,34497319.0,30.29,14.02,110.40799999999999,58863.05,350.3860631,5.762856,,91.8,82923700136.0,,1.951362373,18.02903,69.172,2.54411415,62043.666670000006,33.0,93.0,84.0,38.0,115.0,12.0,95.0,94.0,143.0,146.0,853.0,94.77777777777777
43,Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,1992,[1992],71.50537634,21.52733,21.63533,0.0,5.355,0.167567979,4.0,,18.04053479,72.30000305,,404.27292810000006,,,,41.85046411,2493.81474,,,82.4,-6.7646902739999994,,56.065,,,,,0.127499998,,,,,2.4093464559999997,459515.0,246.918,,,2152.85,,,,,185770336.4,,-23.80992932,,28.0418,2.7179335589999996,77.0,161.0,12.0,141.0,83.0,114.0,94.0,160.0,151.0,33.0,13.0,962.0,106.88888888888889
44,Cook Islands,Oceania,Oceania,East Asia & Pacific,1992,[1992],,,,,,1.228432632,,,,,,,,,,,,,,20.5,,,,,,,,,,,,,,,75.88600000000001,,,,,,,,,,,,,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,4.0,101.0,50.5
45,Costa Rica,America - Central,Central and South America,America,1992,[1992],42.30317274,24.734460000000002,24.85564,0.093275685,3.002,1.175662282,10.0,0.8169678640000001,35.21624776,44.09999847,,3325.26772,,,,39.84352157,12320.832629999999,,,13.7,20.48121129,0.001113325,76.107,,,0.5,,,5.65097,9.718900999999999,1.5931739999999999,,2.429320854,3224849.0,63.108999999999995,15.13,100.911,34795.0,523.8531383000001,6.501514,,,10723486281.0,,-4.62727382,17.400560000000002,52.7254,4.385150529,3791.333333,72.0,86.0,83.0,28.0,59.0,89.0,87.0,19.0,102.0,81.0,706.0,70.6
46,Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,1992,[1992],60.37735849,21.64058,22.17643,0.0,6.114,0.345519064,-7.0,0.42067228799999995,31.90948693,46.20000076,,618.8025745,,,,28.11557841,3296.147582,,,104.5,-0.023837136000000002,,51.617,,,,,,,,,,3.311790926,13381799.0,41.498999999999995,,,5934.0419999999995,43.77345216,,,,8280648342.0,,3.79390852,,40.091,4.2465294039999995,4623.666667,76.0,36.0,159.0,140.0,66.0,51.0,154.0,161.0,129.0,89.0,1061.0,117.88888888888889
47,Croatia,Europe - Southern,Europe,Europe & Central Asia,1992,[1992],42.99767483,25.57456,24.79636,0.13774546,1.571,3.5834161719999997,-3.0,1.5007610740000001,59.63229706,72.5,,,,5.5043025839999995,,54.16415582,16895.58975,,,9.9,594.8470037999999,,72.785,,,,,1.975200057,4.751035,7.445003999999999,2.273986,,-0.890874433,4588173.0,81.152,,,22989.13,900.9160944,17.41601,19.73481732,22.8,17520054878.0,,5.468141242000001,15.968,54.3802,-0.57666424,16441.33333,58.0,83.0,12.0,104.0,23.0,119.0,66.0,46.0,90.0,112.0,713.0,71.3
48,Cuba,America - Central,Central and South America,America,1992,[1992],63.08193669,23.67952,25.08819,0.002181393,1.68,2.9211406980000003,-7.0,1.211208298,16.91826684,53.29999924,,2597.942928,,,,18.22860056,11185.68793,,,9.2,3.7457209419999997,,74.809,,,,,,5.737687,8.545142,2.938848,,0.682536551,10727088.0,96.762,,107.25399999999999,3542.611,279.9092981,18.50712,,67.2,27868362412.0,,-1.31033372,17.10344,73.7292,0.9305068129999999,31335.33333,53.0,26.0,20.0,140.0,119.0,19.0,94.0,32.0,80.0,128.0,711.0,71.1
